full_name,repo,description,stars,forks,language,user,name,type,location,lat,long,city,country,rank,prs_open,prs_closed,issues_open,issues_closed,contributors, commits
simeji/jid,jid,json incremental digger,3462,57,Go,simeji,simeji,User,"Tokyo, Japan",35.6894875,139.6917064,,Japan,137,0,32,10,8,7,77
philackm/Scrollable-GraphView,Scrollable-GraphView,An adaptive scrollable graph view for iOS to visualise simple discrete datasets. Written in Swift.,3424,212,Swift,philackm,Phillip,User,"Melbourne, Australia",-37.8136276,144.9630576,Melbourne,Australia,138,1,12,27,23,6,70
open-source-society/data-science,data-science,:bar_chart: Path to a free self-taught education in Data Science!,3404,358,,open-source-society,Open Source Society,Organization,,,,,,139,4,13,1,4,9,47
Jam3/devtool,devtool,:triangular_ruler: runs Node.js programs through Chromium DevTools,3401,115,JavaScript,Jam3,Jam3,Organization,Toronto Ontario,43.653226,-79.3831843,Toronto,Canada,140,3,9,60,39,5,165
future-architect/vuls,vuls,"Vulnerability scanner for Linux/FreeBSD, agentless, written in Go",3391,263,Go,future-architect,,Organization,,,,,,141,6,183,33,63,37,421
jayfk/statuspage,statuspage,A statuspage generator that lets you host your statuspage for free on Github.,3372,122,Python,jayfk,Jannis Gebauer,User,Germany,51.165691,10.451526,,Germany,142,6,62,20,30,9,162
Draveness/iOS-Source-Code-Analyze,iOS-Source-Code-Analyze,深入解析 iOS 开源项目,3354,671,Objective-C,Draveness,Draveness,User,China,35.86166,104.195397,,China,143,0,8,1,14,8,333
FezVrasta/popper.js,popper.js,A kickass library to manage your poppers,3351,128,JavaScript,FezVrasta,Federico Zivolo,User,"Budapest, Hungary (previously in Italy)",47.509019,19.094368,Budapest,Hungary,144,1,40,6,75,9,132
infinitered/ignite,ignite,"The unfair starting CLI, Generator, and more for React Native",3344,231,JavaScript,infinitered,"Infinite Red, Inc.",Organization,San Francisco & Portland,14.0938235,120.8393121,Alfonso,Philippines,145,6,247,87,234,47,1045
Microsoft/BotBuilder,BotBuilder,"The Microsoft Bot Builder SDK is one of three main components of the Microsoft Bot Framework.  The Microsoft Bot Framework provides just what you need to build and connect intelligent bots that interact naturally wherever your users are talking, from text/SMS to Skype, Slack, Office 365 mail and other popular services.",3299,1053,C#,Microsoft,Microsoft,Organization,"Redmond, WA",47.6739881,-122.121512,Redmond,United States,146,10,108,118,1699,63,1635
henryboldi/felony,felony,🔑🔥📈 Next Level PGP,3277,107,JavaScript,henryboldi,Henry Boldizsar,User,SF,37.7749295,-122.4194155,San Francisco,United States,147,1,29,23,35,15,305
Hashnode/mern-starter,mern-starter,Boilerplate for getting started with MERN stack,3272,408,JavaScript,Hashnode,Hashnode,Organization,Delaware,38.9108325,-75.5276699,,United States,148,17,84,43,132,38,302
facebook/redex,redex,A bytecode optimizer for Android apps,3270,311,C++,facebook,Facebook,Organization,"Menlo Park, California",37.4529598,-122.1817252,Menlo Park,United States,149,3,23,49,124,20,638
google/EarlGrey,EarlGrey,:tea: iOS UI Automation Test Framework,3222,371,Objective-C,google,Google,Organization,,,,,,150,7,243,37,91,23,442
kelseyhightower/kubernetes-the-hard-way,kubernetes-the-hard-way,Bootstrap Kubernetes the hard way on Google Cloud Platform or Amazon EC2. No scripts.,3209,250,,kelseyhightower,Kelsey Hightower,User,"Portland, OR",45.5230622,-122.6764816,Portland,United States,151,15,31,24,41,17,199
LittleFriendsGroup/AndroidSdkSourceAnalysis,AndroidSdkSourceAnalysis,android sdk 源码解析——旨在帮助Android开发者更好的学习Android！我们只是一群普通的程序员，但是，我们热爱分享，想热热闹闹的玩点有意义的事！如果你也想陪我们一起愉快的玩耍，欢迎加入我们！Issues认领分析文章！,3188,760,,LittleFriendsGroup,,Organization,,,,,,152,0,8,51,7,10,219
sachinchoolur/lightgallery.js,lightgallery.js,Full featured JavaScript image & video gallery. No dependencies,3186,184,JavaScript,sachinchoolur,Sachin N,User,Bangalore,12.9715987,77.5945627,Bengaluru,India,153,0,14,15,23,8,54
airbnb/react-dates,react-dates,"An easily internationalizable, mobile-friendly datepicker library for the web",3182,226,JavaScript,airbnb,Airbnb,Organization,San Francisco,37.7749295,-122.4194155,San Francisco,United States,154,13,89,40,94,31,205
Microsoft/BashOnWindows,BashOnWindows,Issues found within and using Bash on Ubuntu on Windows,3180,110,,Microsoft,Microsoft,Organization,"Redmond, WA",47.6739881,-122.121512,Redmond,United States,155,0,9,736,815,11,41
shadowsocks/Potatso,Potatso,Potatso is an iOS client that implements Shadowsocks proxy with the leverage of NetworkExtension framework in iOS 9.,3178,851,Swift,shadowsocks,shadowsocks,Organization,,,,,,156,3,4,0,0,1,73
picturepan2/spectre,spectre,"Spectre.css - a lightweight, responsive and modern CSS framework.",3177,209,HTML,picturepan2,Yan Zhu,User,,,,,,157,1,54,16,58,5,267
jeasonlzy/okhttp-OkGo,okhttp-OkGo,OkHttpUtils-2.0.0 升级后改名 OkGo，全新完美支持RxJava，比Retrofit更简单易用。该库是封装了okhttp的标准RESTful风格的网络框架，支持大文件上传下载，上传进度回调，下载进度回调，表单上传（多文件和多参数一起上传），链式调用，可以自定义返回对象，支持Https和自签名证书，支持超时自动重连，支持cookie的持久化和自动管理，支持五种缓存模式缓存网络数据，支持301和302重定向，扩展了统一的上传管理和下载管理功能,3170,866,Java,jeasonlzy,廖子尧,User,北京,39.904211,116.407395,Beijing,China,158,0,5,28,108,3,170
rishabhp/bideo.js,bideo.js,Fullscreen HTML5 Background Video for the Web.,3169,170,JavaScript,rishabhp,Rishabh,User,India,20.593684,78.96288,,India,159,1,0,2,10,1,14
j-delaney/easy-application,easy-application,382 software engineering companies that are easy to apply to,3161,345,,j-delaney,J Delaney,User,"San Francisco, CA",37.7749295,-122.4194155,San Francisco,United States,160,2,113,2,11,85,213
facebookincubator/Keyframes,Keyframes,A library for converting Adobe AE shape based animations to a data format and playing it back on Android and iOS devices.,3160,161,Java,facebookincubator,Facebook Incubator,Organization,"Menlo Park, California",37.4529598,-122.1817252,Menlo Park,United States,161,3,28,14,27,16,52
jonsuh/hamburgers,hamburgers,Tasty CSS-animated Hamburgers,3157,333,CSS,jonsuh,Jonathan Suh,User,Chicago,41.8781136,-87.6297982,Chicago,United States,162,4,6,3,18,3,145
yoshuawuyts/choo,choo,:steam_locomotive::train::train::train: - sturdy frontend framework,3151,141,JavaScript,yoshuawuyts,Yoshua Wuyts,User,"Berlin, Germany",52.5200066,13.404954,Berlin,Germany,163,6,202,42,121,45,384
NecronomiconCoding/NecroBot,NecroBot,The biggest Pokemon Go Bot in history. Good Bye!,3111,2461,,NecronomiconCoding,NecronomiconCoding,User,Germany,51.165691,10.451526,,Germany,164,1,1408,0,0,1,3
thejameskyle/spectacle-code-slide,spectacle-code-slide,:metal: Present code with style,3080,81,JavaScript,thejameskyle,james kyle,User,san francisco,37.7749295,-122.4194155,San Francisco,United States,165,1,10,7,11,7,44
kazzkiq/balloon.css,balloon.css,Simple tooltips made of pure CSS,3049,241,CSS,kazzkiq,Claudio Holanda,User,"Rio de Janeiro, Brazil",-22.9068467,-43.1728965,Rio de Janeiro,Brazil,166,2,26,7,18,10,69
yahoo/open_nsfw,open_nsfw,code for running Model and code for Not Suitable for Work (NSFW) classification using deep neural network Caffe models,3040,497,Python,yahoo,Yahoo Inc.,Organization,"Sunnyvale, California",37.36883,-122.0363496,Sunnyvale,United States,167,4,4,8,18,3,9
kickstarter/android-oss,android-oss,"Kickstarter for Android. Bring new ideas to life, anywhere.",3026,418,Java,kickstarter,Kickstarter,Organization,"Brooklyn, NY",40.6781784,-73.9441579,,United States,168,8,9,8,15,10,1101
wesbos/JavaScript30,JavaScript30,30 Day Vanilla JS Challenge,3017,1710,HTML,wesbos,Wes Bos,User,"Hamilton, Ontario",43.2557206,-79.8711024,Hamilton,Canada,169,0,83,0,0,26,71
alexflint/gallium,gallium,Build desktop applications in Go and HTML.,2989,91,Go,alexflint,Alex Flint,User,"San Francisco, CA",37.7749295,-122.4194155,San Francisco,United States,170.5,4,20,6,15,4,144
nolanlawson/optimize-js,optimize-js,Optimize a JavaScript file for faster initial load by wrapping eagerly-invoked functions,2989,78,JavaScript,nolanlawson,Nolan Lawson,User,Seattle,47.6062095,-122.3320708,Seattle,United States,170.5,3,18,13,11,11,93
terryum/awesome-deep-learning-papers,awesome-deep-learning-papers,,2983,387,,terryum,Terry Taewoong Um,User,"Waterloo, ON, Canada",43.4642578,-80.5204096,Waterloo,Canada,172,0,14,0,2,6,58
jgthms/web-design-in-4-minutes,web-design-in-4-minutes,Learn basics of web design in 4 minutes,2973,254,HTML,jgthms,Jeremy Thomas,User,London,51.5073509,-0.1277583,London,United Kingdom,173,4,6,6,1,5,13
reactjs/react-router-tutorial,react-router-tutorial,,2965,998,JavaScript,reactjs,React Community,Organization,Everywhere,,,,,174,16,156,15,90,40,97
Nightonke/BoomMenu,BoomMenu,A menu which can ... BOOM! - Android,2964,533,Java,Nightonke,Weiping Huang,User,"Guangzhou, China",23.12911,113.264385,Guangzhou,China,175,2,4,6,60,3,165
antirez/kilo,kilo,A text editor in less than 1000 LOC with syntax highlight and search.,2942,315,C,antirez,Salvatore Sanfilippo,User,"Campobello di Licata, Sicily, Italy",37.2588435,13.917697,Campobello di Licata,Italy,176,17,9,18,2,1,5
pavelgonchar/colornet,colornet,Neural Network to colorize grayscale images,2932,174,Python,pavelgonchar,Pavel Gonchar,User,,,,,,177,2,1,4,2,1,37
nayafia/lemonade-stand,lemonade-stand,A handy guide to financial support for open source,2929,138,,nayafia,Nadia Eghbal,User,"San Francisco, CA",37.7749295,-122.4194155,San Francisco,United States,178,0,24,3,11,13,59
kyleneideck/BackgroundMusic,BackgroundMusic,"Background Music, a macOS audio utility: automatically pause your music, set individual apps' volumes and record system audio.",2921,89,C++,kyleneideck,Kyle Neideck,User,Australia,-25.274398,133.775136,,Australia,179,0,11,60,26,9,100
Ramotion/expanding-collection,expanding-collection,ExpandingCollection is a card peek/pop controller,2912,263,Swift,Ramotion,Ramotion,Organization,"San Francisco, CA",37.7749295,-122.4194155,San Francisco,United States,180,1,11,15,21,11,108
DevLight-Mobile-Agency/InfiniteCycleViewPager,InfiniteCycleViewPager,Infinite cycle ViewPager with two-way orientation and interactive effect.,2900,400,Java,DevLight-Mobile-Agency,Devlight,Organization,Ukraine,48.379433,31.16558,,Ukraine,181,1,2,16,15,2,80
fulldecent/system-bus-radio,system-bus-radio,This program transmits radio on computers without radio transmitting hardware.,2899,258,C,fulldecent,William Entriken,User,Philadelphia USA,39.9525839,-75.1652215,Philadelphia,United States,182,2,27,2,3,18,112
redfin/react-server,react-server,:rocket: Blazing fast page load and seamless navigation.,2895,108,JavaScript,redfin,Redfin,Organization,Seattle & San Francisco,47.4502499,-122.3088165,Seattle,United States,183,9,567,97,120,46,1210
acdlite/react-fiber-architecture,react-fiber-architecture,"A description of React's new core algorithm, React Fiber",2885,72,,acdlite,Andrew Clark,User,"Redwood City, CA",37.4852152,-122.2363548,Redwood City,United States,184,5,6,2,0,7,14
viljamis/feature.js,feature.js,"Feature.js is a fast, simple and lightweight browser feature detection library in 1kb.",2884,129,HTML,viljamis,Viljami Salminen,User,"Menlo Park, CA",37.4529598,-122.1817252,Menlo Park,United States,185,14,5,21,10,3,24
arielf/weight-loss,weight-loss,Machine Learning meets  ketosis: how to effectively lose weight,2880,111,Python,arielf,Ariel Faigon,User,California,36.778261,-119.4179324,,United States,186,0,2,0,23,2,182
futurice/pepperoni-app-kit,pepperoni-app-kit,Pepperoni - React Native App Starter Kit for Android and iOS,2861,377,JavaScript,futurice,Futurice,Organization,,,,,,187,4,61,34,66,17,143
bartobri/no-more-secrets,no-more-secrets,A recreation of the famous 'decrypting text' effect as seen in the 1992 movie Sneakers.,2855,134,C,bartobri,Brian Barto,User,"Grand Rapids, Michigan",42.9633599,-85.6680863,Grand Rapids,United States,188,0,19,1,23,8,153
deepmind/lab,lab,A customisable 3D platform for agent-based AI research,2839,497,C,deepmind,,Organization,,,,,,189,1,2,6,15,2,30
GcsSloop/AndroidNote,AndroidNote,安卓学习笔记,2832,784,Java,GcsSloop,sloop,User,"Zhengzhou, China",34.746611,113.625328,Zhengzhou,China,190,0,7,28,27,1,1297
alibaba/freeline,freeline,"A super fast build tool for Android, an alternative to Instant Run",2797,378,Java,alibaba,Alibaba,Organization,"Hangzhou, China",30.274085,120.15507,Hangzhou,China,191,2,29,27,498,10,336
jgthms/css-reference,css-reference,CSS Reference: a free visual guide to the most popular CSS properties,2765,129,HTML,jgthms,Jeremy Thomas,User,London,51.5073509,-0.1277583,London,United Kingdom,192.5,15,3,10,13,1,30
GeekyAnts/NativeBase,NativeBase,Essential cross-platform UI components for React Native,2765,273,JavaScript,GeekyAnts,GeekyAnts,Organization,,,,,,192.5,14,49,27,305,28,529
BradLarson/GPUImage2,GPUImage2,GPUImage 2 is a BSD-licensed Swift framework for GPU-accelerated video and image processing.,2762,197,Swift,BradLarson,Brad Larson,User,"Madison, WI USA",43.0730517,-89.4012302,Madison,United States,194,9,19,41,35,8,84
lipangit/JieCaoVideoPlayer,JieCaoVideoPlayer,Android VideoPlayer MediaPlayer VideoView MediaView Float View And Fullscreen,2757,810,Java,lipangit,Nathen,User,Beijing,39.904211,116.407395,Beijing,China,195,0,21,26,553,12,944
davecheney/httpstat,httpstat,"It's like curl -v, with colours. ",2733,104,Go,davecheney,Dave Cheney,User,"Sydney, Australia",-33.8688197,151.2092955,Sydney,Australia,196,3,70,3,40,21,135
awentzonline/image-analogies,image-analogies,Generate image analogies using neural matching and blending.,2725,139,Python,awentzonline,Adam Wentz,User,"Marina del Rey, CA",33.9802893,-118.4517449,Marina del Rey,United States,197,0,5,7,22,4,125
commaai/research,research,comma.ai for the people to experiment with,2723,768,Python,commaai,,Organization,,,,,,198,3,16,9,10,13,36
aphyr/distsys-class,distsys-class,Class materials for a distributed systems lecture series,2712,197,,aphyr,Kyle Kingsbury,User,"San Francisco, CA",37.7749295,-122.4194155,San Francisco,United States,199,1,4,2,1,4,16
turbolinks/turbolinks,turbolinks,Turbolinks makes navigating your web application faster,2696,153,CoffeeScript,turbolinks,Turbolinks,Organization,,,,,,200,6,35,37,144,16,112
miloyip/game-programmer,game-programmer,A Study Path for Game Programmer,2691,261,Python,miloyip,Milo Yip,User,"Hong Kong, China",22.396428,114.109497,,Hong Kong,201.5,0,8,2,8,4,56
Moeditor/Moeditor,Moeditor,Your all-purpose markdown editor.,2691,129,JavaScript,Moeditor,Moeditor,Organization,,,,,,201.5,0,27,43,48,19,256
shu223/iOS-10-Sampler,iOS-10-Sampler,Code examples for new APIs of iOS 10.,2689,237,Swift,shu223,shu223,User,"San Francisco, CA",37.7749295,-122.4194155,San Francisco,United States,203,1,2,2,3,2,86
tekezo/Karabiner-Elements,Karabiner-Elements,The next generation Karabiner for macOS Sierra,2683,203,C++,tekezo,Takayama Fumihiko,User,Japan,36.204824,138.252924,,Japan,204,4,26,281,220,15,988
ianstormtaylor/slate,slate,A completely customizable framework for building rich text editors.,2669,122,JavaScript,ianstormtaylor,Ian Storm Taylor,User,"San Francisco, CA",37.7749295,-122.4194155,San Francisco,United States,205,5,136,45,357,46,1341
FormidableLabs/nodejs-dashboard,nodejs-dashboard, Telemetry dashboard for node.js apps from the terminal!,2649,73,JavaScript,FormidableLabs,Formidable,Organization,"Seattle, WA",47.6062095,-122.3320708,Seattle,United States,206,1,18,12,17,4,68
Vedenin/useful-java-links,useful-java-links,"A list of useful Java frameworks, libraries, software and hello worlds examples",2640,416,Java,Vedenin,Viacheslav Vedenin,User,Poland,51.919438,19.145136,,Poland,207,0,25,0,12,23,639
programthink/zhao,zhao,【编程随想】整理的《太子党关系网络》，专门揭露赵国的权贵,2594,819,Python,programthink,编程随想,User,China,35.86166,104.195397,,China,208,3,3,84,21,1,143
benhowdle89/grade,grade,This JavaScript library produces complementary gradients generated from the top 2 dominant colours in supplied images.,2586,106,JavaScript,benhowdle89,Ben Howdle,User,"Worcestershire, UK",52.2545225,-2.2668382,,United Kingdom,209,0,8,1,10,9,48
DevLight-Mobile-Agency/NavigationTabBar,NavigationTabBar,Navigation tab bar with colorful interactions.,2585,437,Java,DevLight-Mobile-Agency,Devlight,Organization,Ukraine,48.379433,31.16558,,Ukraine,210,0,7,6,69,4,78
googlesamples/md2googleslides,md2googleslides,Generate Google Slides from markdown,2583,87,JavaScript,googlesamples,Google Samples,Organization,,,,,,211,0,0,1,0,1,4
PokemonGoMap/PokemonGo-Map,PokemonGo-Map,🌏 Live visualization of all the pokemon in your area... and more!,2569,1523,Python,PokemonGoMap,,Organization,,,,,,212,47,620,194,799,273,1104
