full_name, stars, forks, description, language
coolcooldee/sloth, 296, 42, "🐨  sloth is a code generator tool and web's scaffolding tool for modern webapps ( likes Ruby on Rails ) 。", Java
myjoybar/android-calendar-view, 295, 50, "显示阳历，农历，节假日和二十四节气 实现对某月日期的单选或者多选的andorid 日历控件库。Easy to use, powerful, easy to expand the android calendar view library.", Java
proninyaroslav/libretorrent, 293, 46, "Free as in Freedom torrent client for Android", Java
mcxtzhang/SuspensionIndexBar, 292, 74, "仿美团选择城市、微信通讯录、饿了么点餐列表的导航悬停分组索引列表。", Java
andyxialm/TyperEditText, 290, 44, "Typewriter", Java
bingoogolapple/BGASwipeBackLayout-Android, 288, 31, "通过修改 support-v4 包中 SlidingPaneLayout 的源码来实现滑动返回布局", Java
xiaohaibin/XBanner, 287, 73, "支持图片无限轮播的控件，支持自定义指示点、显示提示文字、切换动画等", Java
liuguangqiang/IPicker, 286, 39, "A material design style pictures selector.", Java
alexstyl/Material-SearchTransition, 286, 40, "A demo showcasing how to implement a Dial app-like Toolbar transition", Java
eleme/ToyRoom, 284, 33, "A Shelly-based library for business-logic-oriented programming. Shelly plays Domino in ToyRoom.", Java
wosyingjun/beauty_ssm_dubbo, 284, 246, "将'优雅的SSM框架'服务化治理（基于Dubbo+Zookeeper）", Java
memfis19/Cadar, 282, 29, "Android solution which represents month and list calendar views.", Java
jmrapp1/TerraLegion, 281, 52, "A clone of the popular game, Terraria. Developed using Java and the LibGDX framework with an aim to run the game efficiently and smoothly on Android devices.", Java
Angads25/android-filepicker, 279, 47, "Selecting directories/files made a lot easier.", Java
gitpitch/gitpitch, 277, 35, "Markdown Presentations For Developers on GitHub, GitLab and Bitbucket.", Java
Bakumon/NumberAnimTextView, 276, 37, "数字增加动画的 TextView", Java
vipshop/Saturn, 275, 91, "The VIP's distributed job schedule platform. It supports java and shell jobs with sharding, tolerance, high availability...", Java
mayubao/KuaiChuan, 275, 74, "仿茄子快传的一款文件传输应用", Java
czy1121/settingscompat, 273, 25, "特殊权限(Special Permissions)兼容库，悬浮窗权限(SYSTEM_ALERT_WINDOW)与系统设置修改权限(WRITE_SETTINGS)", Java
zhangke3016/FlipCards, 273, 56, "A 3D Flip Card for Android", Java
florent37/BubbleTab, 272, 31, "Put some bubble in your tabs and give your apps a supa fresh style !", Java
yuweiguocn/SquareLoading, 272, 29, "A square animated loader.", Java
ronaldsmartin/Material-ViewPagerIndicator, 272, 44, "Dot-based Android ViewPager indicator with Material Design animations.", Java
gumingwei/WellSwipe, 271, 55, "猎豹'快切App'中用到的Android开发技巧探索[附源码]", Java
dinuscxj/EllipsizeTextView, 271, 28, "The EllipsizeTextView extends TextView, support omit (Ellipsize/Ellipsis)  redundant characters in multiple lines situtation. ", Java
LuckyJayce/MultiTypeView, 270, 35, "简化RecyclerView的多种type的adapter，Fragment可以动态添加到RecyclerView上，实现复杂的界面分多个模块开发", Java
Netflix/hollow, 269, 18, "Hollow is a java library and comprehensive toolset for harnessing small to moderately sized in-memory datasets which are disseminated from a single producer to many consumers for read-only access.", Java
shanbay/mock-api, 268, 26, "A json-api-mock framework for Android", Java
SuperMan42/MVP, 268, 99, "App based on Material Design + MVP + Rxjava + Retrofit + Okhttp + RecyclerView + Glide + cache + theme + others + 全民直播", Java
rubensousa/RaiflatButton, 267, 36, "A raised button that lowers down to 0dp of elevation", Java
mcxtzhang/SwipeCaptcha, 267, 37, "Swipe captcha of Android  platform.  Android 平台的滑动验证码。", Java
Yellow5A5/Material-Design-Login, 267, 43, "The Demo of Material-Design-login. And maybe you can use the CatchScrollLayout at other place.", Java
florent37/TutoShowcase, 267, 34, "A simple and Elegant Showcase view for Android", Java
developer-shivam/Diagonalify, 267, 49, "Diagonal cut view", Java
ybq/nougat-boot-animation, 265, 23, "Highly imitation of android 7.0 (nougat) boot animation", Java
kailash09dabhi/OmRecorder, 264, 37, "A Simple Pcm / Wav audio recorder with nice api.", Java
yingLanNull/CircleAlarmTimerView, 264, 28, "A custom reusable circular slider control for Android application", Java
pcevikogullari/AndroidShortcuts, 264, 24, "Example app for shortcuts in design library v25", Java
lufficc/StateLayout, 263, 48, "A custom layout that can easily switch different states(like empty,error,progress,content) with animations.", Java
RomainPiel/live-emoji, 263, 27, "Animated emoji for Android", Java
IntruderShanky/Frisson, 262, 58, "Provide Funky cuts on image (The Perfect Header for Profile UI)", Java
Freshman111/VerificationCodeView, 261, 31, "VerificationCode View", Java
SmartisanTech/packages_apps_OneStep, 260, 63, "Smartisan open source code for full build(Feature OneStep APP)", Java
farkam135/GoIV, 258, 102, "", Java
smart-fun/SmartFonts, 257, 36, "Smart Fonts for Android is a Library which makes it easy to use Custom Fonts in Apps", Java
Martin404/PayMap, 257, 197, "Java后端实现三方支付集成支付宝（国内、国际、移动端、PC端）、微信、银联（acp、upop）、光大（网关、网页）、邮政支付", Java
rebus007/PermissionUtils, 256, 33, "Check marshmallow permission easily", Java
alexjlockwood/adp-delightful-details, 256, 29, "This is the sample app corresponding to my blog post about icon animations.", Java
gjiazhe/MultiChoicesCircleButton, 255, 40, "A multiple-choice button with 3D parallax effect.", Java
Jaouan/Carousel-Browsing-Example, 251, 30, "It's just an example of carousel browsing.", Java
vivian8725118/ZXingGenerator, 247, 39, "花式二维码生成，提供了6种样式", Java
material-foundation/material-remixer-android, 247, 15, "Remixer is a set of Android libraries and protocols to allow live adjustment of apps and prototypes during the development process.", Java
JeasonWong/LiulishuoPreview, 247, 51, "手摸手带你用VideoView实现英语流利说炫酷引导页", Java
Microsoft/mssql-jdbc, 246, 69, "The Microsoft JDBC Driver for SQL Server is a Type 4 JDBC driver that provides database connectivity with SQL Server through the standard JDBC application program interfaces (APIs).", Java
vaigunth/card-printer, 245, 27, "Pull down to refresh - card printer", Java
yanzhenjie/album, 245, 57, "Android轻量级相册，支持单/多选、缩放、预览、按文件夹查看图片。", Java
thingsboard/thingsboard, 243, 20, "Open-source IoT Platform - Device management, data collection, processing and visualization.", Java
diamondlin2016/LauncherView, 242, 32, "app 启动时的 Loading 动画", Java
jrvansuita/GaussianBlur, 242, 35, "A easy and simple library to apply Gaussian blur on images.", Java
wzgiceman/RxjavaRetrofitDemo-master, 242, 80, "Retrofit+Rxjava+okhttp终极封装(Gson方案)", Java
hanuor/onyx, 241, 34, "An android library that uses technologies like artificial Intelligence, machine learning, and deep learning to make developers understand the content that they are displaying in their app.", Java
HelloVass/SnowingView, 240, 40, "winter is coming...", Java
ladingwu/ApplicationDemo, 239, 55, "RxJava 各种操作符（包括线程调度）的使用范例", Java
zhangke3016/SpecialProgressBar, 239, 45, "A Special Progress Bar for Android", Java
codbking/CalendarExaple, 239, 30, "android高仿钉钉和小米的自定义日历控件（支持阴历和阳历，左右无限翻页viewpager）", Java
Kenber/DoubleStickyHeadersList, 237, 29, "An Android library for double level section headers that stick to the top of list.", Java
czy1121/noticeview, 236, 31, "滚动播放的公告控件", Java
androidessence/PinchZoomTextView, 235, 21, "A TextView library that allows the user to increase/decrease font size with a two finger gesture by the user.", Java
hugeterry/UpdateDemo, 234, 64, "Android APP update library./android app自动检测更新库", Java
yakivmospan/scytale, 233, 9, "One tool to manage key generation, key storing and encryption on different APIs of Android.", Java
TangoAgency/android-data-binding-rxjava, 231, 24, "Demo that shows how to use RxJava with Android Data Binding ObservableFields", Java
Yellow5A5/ClearScreenHelper, 230, 32, "The ClearScreenHelper can help you clear screen by sliding mode easily.", Java
FJ917/FJEditTextCount, 227, 49, "栗子——自定义EditText实现右下角计数控件", Java
wangshaolei/AutoFillEmailEditText, 227, 30, "Auto Fill the custom email to EditText", Java
RurioLuca/QrCardParsing, 227, 29, "Android Libraries to parsing and generate MeCardContent", Java
dianping/pigeon, 226, 48, "RPC framework of DIANPING", Java
Norbert515/DropDownWarning, 225, 40, "Drop down message", Java
jparkie/PDD, 225, 17, "Advanced Bloom Filter Based Algorithms for Efficient Approximate Data De-Duplication in Streams", Java
guolindev/booksource, 225, 133, "《第二行代码》全书源代码", Java
kot32go/dynamic-load-view, 224, 23, "A library to dynamic load view in online apk, can be used for hotfix dynamic update .", Java
Jasonette/JASONETTE-Android, 221, 19, "📡 Native App over HTTP, on Android", Java
limedroid/XRichText, 221, 32, "显示富文本的TextView", Java
SpiritMan/SmartisanTime, 220, 38, "仿锤子时间View", Java
czy1121/roundbutton, 219, 42, "可设置圆角背景边框的的按钮", Java
konifar/android-strings-search-plugin, 219, 18, "This plugin makes it easy to search text in strings resources.", Java
jeanboydev/Android-BitherCompress, 215, 41, "Android图片压缩目前已知最优解决方案。", Java
armcha/Vertical-Intro, 214, 25, "Vertical intro allows you to integrate material vertical intro to your app", Java
WassimBenltaief/FlowLayout, 213, 23, "A custom Layout packed with a content view, an empty view, a progress bar and network connectivity status", Java
forJrking/HeiPermission, 211, 38, "Hei 一句代码搞定 Android M 动态权限检测。信不信由你，反正我用了。", Java
xenione/tab-digit, 210, 24, "", Java
czy1121/loadinglayout, 210, 33, "简单实用的页面多状态布局(content,loading,empty,error) ", Java
segunfamisa/icicle, 209, 8, "An annotation based tool for saving and restoring instance states", Java
weavey/NormalSelectDialog, 209, 71, "Some sample of dialog.", Java
fanrunqi/WaveProgressView, 208, 56, "most powerful wave load view , you can custom  any style  by yourself.", Java
HalfStackDeveloper/SwipeCardRecyclerView, 208, 50, "利用RecyclerView打造的滑动卡片View，支持左滑右滑删除", Java
Saketme/Better-Link-Movement-Method, 207, 15, "A less buggy and customizable way to handle URLs in TextViews.", Java
zhihu/mirror, 207, 15, "Yet another Sketch Mirror App for Android. ", Java
closedevice/FastApp, 206, 64, "", Java
akarnokd/RxJava2Interop, 206, 19, "Library to convert between RxJava 1.x and 2.x reactive types.", Java
wuapnjie/SuspensionBar, 204, 30, "a RecyclerView suspension bar implementation like Instagram", Java
VictorAlbertos/SwipeCoordinator, 204, 26, "A coordinator layout for Android views to animate and typify touch events as swipe gestures", Java
zhonghanwen/ColorTextView, 204, 20, "mark some phrase with colors", Java
Chacojack/HiveLayoutManager, 204, 36, "", Java
zhangyuChen1991/OverWatchLoading, 203, 36, "守望先锋的加载动画", Java
CGmaybe10/FocusSurfaceView, 203, 27, "拍照时在相机的预览界面指定一个区域的大小，形状和位置，只拍摄该指定区域里的图像 ", Java
huage2580/ZuiMeiTAG, 203, 28, "仿最美应用的底栏，使用recyclerView实现", Java
xuyisheng/NaturalAnim, 202, 33, "自然动画的真实模拟", Java
ittianyu/MobileGuard, 202, 30, "An Android app for managing mobile. And it supports Android 7.0. 一个管理安卓手机的应用，支持安卓7.0", Java
daniel-martins-ir/MagicButton, 200, 36, "", Java
SwiftJava/SwiftJava, 200, 12, "Swift to Java Bridge", Java
maoruibin/ReView, 200, 20, "A view to help developers and designers view the View's font size, color, and border.", Java
D-clock/ScratchView, 199, 39, "This is a android custom view , like a scratch card effect!", Java
yegor256/eo, 198, 23, "EO programming language", Java
supercwn/SuperRecycleView, 198, 63, "结合XrecyclerView 和BaseRecyclerViewAdapterHelper更加的方便的调用RecyclerView的下拉刷新跟上拉加载,本库基于“https://github.com/jianghejie/XRecyclerView“ 以及”https://github.com/CymChad/BaseRecyclerViewAdapterHelper“      特此感谢", Java
wuchangfeng/one, 197, 36, "Use MVP+Dagger2+Realm as a major infrastructure of project and data get from One and Sujin with Crawler.", Java
visualvm/visualvm.src, 197, 14, "VisualVM sources repository", Java
apache/incubator-rocketmq, 196, 68, "Mirror of Apache RocketMQ", Java
codemybrainsout/smart-app-rate, 196, 43, "An Android library to encourage users to rate the app on the Google PlayStore.", Java
kizitonwose/colorpreference, 195, 16, "A custom preference item for easy implementation of a color picker in the preference screen.", Java
Curzibn/BottomDialog, 195, 43, "BottomDialog 一个自定义的从底部弹出的dialog，仿照微博的分享弹框", Java
